SRR2138382_Normal	SRR915775_Normal	SRR915787	SRR915784	SRR2138381_Normal
ENSG00000228474	363.089	70.0393	33.9941	28.0728	342.986
ENSG00000122376	11.2978	5.2914	2.67335	2.88263	10.5449
ENSG00000135148	10.9811	23.7522	1.36478	2.71076	11.5124
ENSG00000163739	1.39332	0.348474	0	0.767891	8.14573
ENSG00000181135	3.53644	0.693457	0.961551	1.52913	3.55114
ENSG00000125944	27.0614	32.3645	5.31651	8.37556	36.7412
ENSG00000138798	6.5306	0.817018	0.460118	0.671633	5.12184
ENSG00000236104	7.0586	0.91104	0.49964	0.961486	7.14557
ENSG00000213694	8.70553	2.30195	0.840956	1.99314	10.3301
ENSG00000272752	24.3631	2.45854	2.84516	4.73153	19.5385
ENSG00000066117	18.7098	2.42762	1.48005	2.75955	22.5211
ENSG00000250722	160.316	19.0867	11.494	65.5001	92.3471
ENSG00000101856	15.3196	3.52851	0.725527	2.2	15.3045
ENSG00000187474	2.11949	3.70074	0.181836	2.69207	2.61264
ENSG00000117643	8.81411	2.04337	0.871122	3.9552	10.2057
ENSG00000186432	16.5774	9.44994	5.4159	4.18454	12.9064
ENSG00000164011	3.94765	0.526774	0.524937	0.901602	3.86002
ENSG00000247077	11.4452	6.7086	1.66317	1.83716	7.60592
ENSG00000172159	30.9387	1.89378	4.30249	2.48524	22.7677
ENSG00000181458	9.52235	6.102	3.93223	9.73732	5.69787
ENSG00000138639	9.32876	6.85915	5.36808	4.30061	8.74793
ENSG00000162065	1.89734	1.59432	0.212485	1.41425	3.14387
ENSG00000122678	9.65061	0.886843	1.40434	1.47504	12.2947
ENSG00000185340	6.8467	0.346346	0.53381	0.52847	5.99809
ENSG00000196505	3.25841	4.91544	1.20314	2.53396	1.92046
ENSG00000116604	22.6038	3.23993	3.13043	3.17965	22.3187
ENSG00000119682	5.35936	3.06933	2.32037	4.00735	4.38282
ENSG00000166167	5.99955	3.05714	1.07002	1.59202	5.51538
ENSG00000227729	19.2414	0.157585	0.706752	0.62819	9.82579
ENSG00000164023	0.6557795	12.12145	0.740078	1.16519705	1.111084
ENSG00000137936	13.3628	3.14906	2.26292	4.18172	3.54928
ENSG00000128016	43.5062	7.73768	4.75277	14.0575	198.302
ENSG00000103064	7.2454	20.1802	6.08559	5.91038	3.67975
ENSG00000162585	29.9818	2.68828	1.23619	2.85363	27.7425
ENSG00000107968	4.6489	4.94467	0.877813	5.21037	8.22072
ENSG00000012779	3.68699	3.74426	0.0961237	2.63074	6.7204
ENSG00000104218	1.81595	0.569795	0.233966	0.971974	2.46576
ENSG00000108821	53.2091	19.2911	16.2712	261.112	39.6805
ENSG00000117479	6.66549	19.6797	0.753659	1.56272	8.55864
ENSG00000163001	26.1739	2.3457	0.764851	2.50233	29.559
ENSG00000172888	4.13611	1.9267	1.02969	2.19249	4.21943
ENSG00000179981	5.2899	0.670149	0.65547	0.944855	4.95155
ENSG00000003393	8.89962	3.51262	1.64844	2.45618	6.34778
ENSG00000166478	8.79875	1.75909	1.3385	1.45361	11.9185
ENSG00000125611	21.72	4.17237	1.89238	0.999893	17.1159
ENSG00000134684	34.3964	6.60802	2.15166	4.79862	41.8573
ENSG00000170604	6.88508	1.32925	0.53178	0.900662	6.53978
ENSG00000164096	81.7148	3.56823	3.63256	5.0538	102.567
ENSG00000185189	11.8295	1.15217	1.36642	1.85885	14.7523
ENSG00000269713	2.18638	10.8776	1.85186	9.80243	2.07368
ENSG00000086589	10.17	2.69119	1.32161	2.31469	12.3844
ENSG00000185475	22.7157	6.03154	1.09982	4.68508	18.7542
ENSG00000129355	8.52042	0.792922	0.474464	0.702081	8.04498
ENSG00000089053	46.5093	7.22598	2.51182	7.91007	38.4404
ENSG00000188603	16.6918	2.92572	1.07129	3.50884	12.7865
ENSG00000185201	220.586	72.5109	9.44952	38.795	441.008
ENSG00000070669	13.54	7.50694	0.840673	2.29695	13.5906
ENSG00000167118	40.1855	9.14332	3.81883	5.59517	34.5988
ENSG00000150776	7.64201	4.18533	1.31009	1.9545	7.65854
ENSG00000166377	10.5245	9.13813	4.90218	10.8349	12.8225
ENSG00000102401	22.5925	2.53246	2.21066	2.8661	18.2252
ENSG00000182628	41.9804	2.52291	1.40477	1.9557	47.8694
ENSG00000176014	151.637	127.67	10.7269	14.4256	110.389
ENSG00000183648	791.589	47.735	33.5295	18.9144	1045.16
ENSG00000162066	6.61489	1.69443	0.707211	1.7399	6.11703
ENSG00000168899	74.4262	8.37825	3.35313	7.74936	71.2677
ENSG00000173064	11.3808	1.51394	1.28398	3.16832	14.1553
ENSG00000178952	238.941	7.33062	11.3233	7.6775	196.201
ENSG00000197050	2.07894	0.952411	0.0837668	1.06362	1.46721
ENSG00000154237	0.788599	0.831558	0.48438	2.85507	1.21296
ENSG00000189266	98.7373	1.80555	1.06549	3.66635	87.3603
ENSG00000170860	10.5349	2.08789	0.820525	1.15703	13.0565
ENSG00000173846	5.79545	2.72867	0.660472	3.17681	8.38413
ENSG00000148356	11.0501	1.15277	1.05439	1.10976	8.82206
ENSG00000133318	40.3735	13.6647	2.73769	5.33871	29.6415
ENSG00000166716	3.7726	1.85169	0.964054	2.10346	4.52981
ENSG00000124733	29.2748	7.02655	2.99566	3.49968	25.3629
ENSG00000094914	26.1821	4.86369	1.77233	4.48136	26.516
ENSG00000076554	11.848	1.97343	0.266889	0.63242	10.0127
ENSG00000109906	4.52387	9.99758	9.66714	7.4063	1.70828
ENSG00000108883	28.0035	15.2482	5.71775	4.74789	36.8688
ENSG00000100221	10.4	4.02294	1.16091	4.59501	11.8002
ENSG00000184939	6.25675	0.824441	0.73251	2.01023	3.25396
ENSG00000118579	12.9072	8.08247	2.12409	6.38645	12.6099
ENSG00000077235	35.1182	2.26086	2.47446	2.77336	35.8319
ENSG00000051620	51.4696	4.26947	2.10945	2.09645	57.5098
ENSG00000136869	1.71886	4.54624	0.233358	3.80245	2.1507
ENSG00000137834	2.72526	0.963964	1.17258	1.38335	6.92845
ENSG00000173327	15.4877	6.0806	2.13198	6.96888	12.8993
ENSG00000110063	7.7907	1.76463	0.731013	0.973029	7.3984
ENSG00000130244	9.35493	1.85182	2.01952	3.12	8.45324
ENSG00000169504	50.3327	80.9038	17.2077	23.4227	34.4168
ENSG00000198952	37.5561	9.50879	3.89656	4.10793	28.3473
ENSG00000189046	9.96857	2.92167	0.377431	1.07473	9.72651
ENSG00000046889	0.972651	2.4322	2.30416	2.2928	0.763404
ENSG00000119522	4.47068	2.74714	1.30496	1.59939	4.73887
ENSG00000168806	3.54531	1.70202	0.214475	0.849657	3.76844
ENSG00000148110	6.72714	4.2865	0.733725	2.26074	10.5051
ENSG00000135709	4.09782	1.97275	1.12555	1.21367	2.2747
ENSG00000171130	36.6068	2.22555	4.39537	1.7326	28.6073
ENSG00000135999	3.77979	2.49105	0.822962	2.03525	3.85415
ENSG00000125454	8.41707	5.67068	0.173997	0.808114	6.49855
ENSG00000184465	5.4893	1.00321	1.22002	2.57575	4.82806
ENSG00000250506	2.22749	0.170768	0.144688	0.801217	2.13884
ENSG00000130208	14.4585	0.940903	0	4.82709	15.2344
ENSG00000132386	379.891	29.2453	15.191	45.3401	280.031
ENSG00000170807	306.224	39.8437	130.46	54.5538	223.507
ENSG00000177409	2.68648	0.981698	0.59077	1.7543	1.73327
ENSG00000198959	193.441	26.345	13.3682	16.9269	117.962
ENSG00000157617	3.77427	2.40571	0.711126	2.02062	1.82014
ENSG00000083896	14.0424	1.18986	1.00922	2.50699	13.0545
ENSG00000168826	2.13536	0.228153	0.191126	1.51614	2.41904
ENSG00000136247	28.4455	3.8494	2.2118	2.24424	30.0262
ENSG00000028116	4.86744	2.45768	0.66176	1.20364	4.79014
ENSG00000259431	19.115	0.893675	0.733783	0.990569	18.3291
ENSG00000122741	9.0484	3.61756	1.40696	3.38853	6.04356
ENSG00000005884	15.1178	12.5303	1.6837	2.89048	17.7356
ENSG00000173209	21.7183	1.56035	1.62524	3.31201	22.8997
ENSG00000092054	479.146	69.0613	342.256	96.9613	240.59
ENSG00000115128	50.5695	14.09	2.81867	5.3217	67.876
ENSG00000189077	125.23	9.27968	7.88969	5.3104	81.655
ENSG00000163975	8.98324	0.483965	0.448123	0.959417	1.45922
ENSG00000065989	2.55616	0.831452	0.588659	1.42226	3.34353
ENSG00000068137	8.35953	0.249592	0.109151	0.533017	9.66852
ENSG00000101182	149.186	43.8873	12.4365	14.6498	150.637
ENSG00000170275	71.3841	18.6441	6.06354	21.5605	50.414
ENSG00000176046	85.0883	0.788493	0.157736	1.06068	85.7709
ENSG00000026025	356.783	48.7577	12.2026	56.3328	262.196
ENSG00000205707	24.7708	2.33375	1.35364	1.09671	32.6991
ENSG00000144741	40.1733	2.16771	1.23333	1.49038	34.4364
ENSG00000164933	5.36436	3.58815	0.405375	1.6716	4.63876
ENSG00000064042	9.5829	2.69594	6.56677	4.44578	23.5266
ENSG00000132465	5.90447	0.791858	0.499172	26.0663	0.703248
ENSG00000100263	10.8823	2.53977	0.863618	1.21001	12.196
ENSG00000173334	6.49093	8.49041	1.45047	4.79731	10.3349
ENSG00000214736	139.118	52.5582	10.1401	13.5552	145.667
ENSG00000136244	6.70686	1.40742	0.335994	1.67284	63.3328
ENSG00000176340	1050.85	94.6108	56.3391	38.4531	1069.51
ENSG00000101337	12.5508	4.92541	2.08009	4.93043	13.9885
ENSG00000011105	45.7135	11.5279	16.6142	12.6916	64.4677
ENSG00000139722	10.1898	1.3241	0.565334	1.49128	10.0759
ENSG00000115234	39.1263	15.3716	5.21614	8.12504	36.8415
ENSG00000128829	9.64521	3.37193	2.53164	2.25926	11.8457
ENSG00000118873	2.75773	5.0206	0.878742	3.02165	2.32167
ENSG00000273749	14.5807	7.45845	1.31293	8.32781	12.8526
ENSG00000119535	2.43136	6.60209	0.770091	3.46591	6.98757
ENSG00000254685	2.6552	2.43313	0.56981	1.85944	2.78325
ENSG00000197859	6.43265	0.095415	0.161	1.01259	6.94091
ENSG00000104687	21.3315	7.34425	2.1159	2.34858	14.2413
ENSG00000138095	42.636	7.84232	3.83476	3.34348	39.944
ENSG00000109917	19.9265	14.9585	1.86259	4.34654	18.6758
ENSG00000169359	5.22836	1.97922	1.05809	1.43588	5.9676
ENSG00000186340	6.09402	4.07482	1.70412	20.6343	9.42665
ENSG00000108510	1.43074	8.46999	2.93752	6.77893	2.26245
ENSG00000100241	15.0326	1.93372	1.11865	1.70394	13.4517
ENSG00000145819	3.67382	10.0592	4.16127	6.26707	4.11851
ENSG00000063245	82.296	5.59871	6.39917	3.29223	57.5493
ENSG00000102683	52.4656	4.31209	5.0815	4.32742	55.7075
ENSG00000163145	1.81965	0	0.173116	1.38023	1.58065
ENSG00000173068	0.78583	2.53447	0.662595	5.52502	1.00461
ENSG00000205629	42.9407	3.59127	0.694749	2.13556	30.1121
ENSG00000108784	9.43169	2.86832	0.14868	2.12877	11.7217
ENSG00000066044	17.7287	4.27597	2.82304	5.05813	19.3321
ENSG00000099999	11.2241	0.731247	1.02414	1.95762	5.27917
ENSG00000104549	2.03127	2.00755	0.322962	1.91579	2.39584
ENSG00000099785	54.3604	8.30822	4.76355	6.20417	54.8786
ENSG00000136877	47.8408	8.53118	2.163	2.75229	47.0623
ENSG00000152439	1.67148	0.717389	0.39581	0.776168	2.84106
ENSG00000108448	16.1615	2.47083	1.57164	2.30993	5.58436
ENSG00000176209	41.7143	5.20969	3.76339	2.18542	48.2643
ENSG00000167414	12.554	0	0	0	7.20906
ENSG00000116406	2.53289	3.00448	1.47908	2.09113	2.26035
ENSG00000175567	15.3825	7.41678	1.12192	7.16483	9.28892
ENSG00000158987	0.497485	1.17769	1.48332	1.39136	0.654036
ENSG00000128731	36.9615	4.49506	2.74802	5.86206	45.7865
ENSG00000170234	2.75192	2.34401	1.33255	1.38416	3.1176
ENSG00000069956	2.31048	2.3938	0.539544	1.4715	2.72273
ENSG00000100258	17.7863	2.32658	0.809396	2.92646	17.5193
ENSG00000184903	15.0967	1.71657	1.24374	1.20799	16.9477
ENSG00000073331	3.06886	2.59848	0.707409	2.80377	4.06567
ENSG00000187624	1.02544	0	0.0889285	0.390453	0.750101
ENSG00000135486	316.376	40.4009	11.8519	30.4801	348.036
ENSG00000139187	3.53145	0.157846	0.624532	1.20511	2.13725
ENSG00000068831	33.0619	1.96737	2.22557	1.70715	31.9778
ENSG00000176714	1.96971	0.307709	0.275237	0.460945	1.36422
ENSG00000072958	20.9293	12.8909	3.67551	3.59097	18.9497
ENSG00000148481	8.00772	3.45854	0.734053	1.7086	7.3938
ENSG00000266338	3.43904	2.20944	1.0734	3.63477	2.90523
ENSG00000189164	1.51159	1.17149	0.882052	2.0616	1.43973
ENSG00000187522	7.27576	3.98567	1.07593	1.80641	9.70563
ENSG00000072786	5.30674	3.141	1.60612	6.0563	6.3324
ENSG00000183684	26.6645	1.14299	1.63241	1.06122	33.8959
ENSG00000090905	10.4066	3.84948	3.66306	5.57156	8.66292
ENSG00000255154	7.64237	0.441491	0.575063	0.752412	7.51441
ENSG00000130640	26.7591	5.21842	1.69085	3.9439	22.4703
ENSG00000203705	22.4834	1.52924	0.71001	2.52027	15.5784
ENSG00000146282	14.7903	4.68715	1.78318	2.57146	15.5828
ENSG00000172845	5.04899	5.7798	1.25757	3.77806	4.99653
ENSG00000055147	11.3908	6.48771	2.71042	3.31688	11.2223
ENSG00000134283	19.443	5.36066	2.10579	3.78299	19.9448
ENSG00000075413	51.1776	13.8706	6.07277	12.3204	42.9237
ENSG00000019582	241.072	43.7704	14.977	116.278	378.736
ENSG00000164039	33.2093	2.43294	2.85186	5.09589	28.8454
ENSG00000105821	9.66777	1.12388	0.340874	0.961822	12.0075
ENSG00000198176	33.0818	1.61086	1.08273	1.48077	32.3304
ENSG00000105974	179.371	189.115	29.8468	33.8529	156.409
ENSG00000144445	2.7295	1.87138	1.21434	2.69027	2.08665
ENSG00000090661	11.5394	1.38991	1.17461	1.15597	10.8146
ENSG00000198223	2.87527	2.10956	0.658586	3.82307	0.980612
ENSG00000219607	3.83868	0.486676	0.175656	0.49522	3.68483
ENSG00000035141	14.4695	1.86491	0.832123	1.77622	13.417
ENSG00000125676	12.3637	2.47378	0.956854	2.32044	13.3855
ENSG00000173821	15.1593	6.81249	4.1311	13.4103	14.4267
ENSG00000162688	4.80565	1.72811	1.48627	1.03643	4.4706
ENSG00000141428	14.7759	3.53323	0.938573	1.312	16.7471
ENSG00000197461	12.214	1.78453	0.958006	2.94407	11.4298
ENSG00000105723	27.1768	10.6139	2.87177	3.28721	29.102
ENSG00000211959	0	0	0	24.7872	0
ENSG00000157326	27.7304	2.36616	1.84011	1.81901	20.6229
ENSG00000111011	41.5359	5.02023	1.97883	3.98101	45.1041
ENSG00000105705	22.6197	1.21157	1.52665	1.24402	21.1438
ENSG00000197496	2.37153	0.426929	0.161213	1.78457	2.24772
ENSG00000104164	8.83385	17.3128	8.42954	18.1188	9.05805
ENSG00000146067	27.2776	2.91519	2.23458	6.51644	29.6064
ENSG00000166669	14.9955	3.26432	2.01219	2.64876	19.9982
ENSG00000177427	8.08216	1.51896	2.11568	1.52561	10.2975
ENSG00000280041	1.69042	1.29185	0.76939	2.07211	1.45925
ENSG00000094841	5.62856	1.20896	0.269669	0.605938	5.76582
ENSG00000153827	40.715	23.531	8.70612	11.7341	37.9421
ENSG00000281887	4.15388	0.518033	0.953306	1.39075	3.09779
ENSG00000165898	32.3784	3.64921	1.84271	2.07825	32.1811
ENSG00000116793	3.03849	2.8057	0.730692	1.34333	2.90848
ENSG00000231887	2.53229	1.41867	1.32709	1.78119	1.75328
ENSG00000172428	150.824	19.383	8.96421	11.0832	159.342
ENSG00000093144	27.7887	6.78925	1.75356	4.15055	28.8546
ENSG00000182923	22.1926	0.532882	0.760126	1.29389	25.6301
ENSG00000100196	6.82219	2.75343	0.989539	2.91627	5.25644
ENSG00000128965	1.26889	1.59967	0.33273	0.768326	2.66419
ENSG00000183010	5.73252	1.61082	0.22604	1.26721	3.94628
ENSG00000178694	2.93893	2.7593	0.774976	1.07673	1.84449
ENSG00000159346	56.0838	15.28	5.10018	8.29871	55.6935
ENSG00000136718	59.5989	12.704	3.4311	3.29096	43.2616
ENSG00000146414	1.27429	1.51818	0.614659	2.13719	1.3857
ENSG00000157637	22.9867	3.32562	1.05398	5.01588	19.045
ENSG00000149547	50.4414	15.9725	2.75844	7.32159	46.5664
ENSG00000198825	1.52016	0.799424	0.500442	1.07964	1.84626
ENSG00000204599	4.55209	0.571455	0.454299	0.747506	5.91712
ENSG00000123297	26.1923	2.69458	1.67447	2.33169	27.2773
ENSG00000187554	1.11723	1.48293	0.985146	1.73279	0.553143
ENSG00000189060	43.4964	3.88135	2.47491	4.94646	44.0141
ENSG00000103160	11.5893	2.50207	1.63724	2.68007	13.7247
ENSG00000079387	1.12856	1.53922	0.929969	1.25356	1.38051
ENSG00000136152	6.01976	3.5509	1.44894	1.65208	6.57512
ENSG00000071553	53.4651	13.5419	5.52984	8.72645	46.9137
ENSG00000007168	26.4015	30.3893	13.5746	12.9609	25.6294
ENSG00000095485	7.95405	2.22449	0.585781	1.3305	8.81604
ENSG00000168591	17.3489	2.50248	1.24595	3.79996	18.5812
ENSG00000172493	24.6561	8.48775	3.1843	7.13065	29.5817
ENSG00000242247	11.3746	5.17296	0.771193	2.82331	12.2924
ENSG00000107372	73.6545	14.6323	11.6599	18.8879	56.4523
ENSG00000069329	21.6543	13.5217	5.10048	8.23209	18.9756
ENSG00000137814	3.50889	0.893426	0.51661	0.978502	4.32906
ENSG00000165929	2.01882	0.383421	0.420446	1.81539	1.34595
ENSG00000132842	13.2356	4.35626	2.20802	3.50929	13.4637
ENSG00000130821	71.7553	5.07442	5.87831	2.76809	49.2408
ENSG00000142687	25.4816	7.4896	4.16822	7.82815	25.2207
ENSG00000152527	0.725362	0.3652	0.665024	2.64437	1.06523
ENSG00000130584	2.8709	1.50487	0.943809	1.13984	3.97933
ENSG00000054267	2.83014	4.57888	3.71283	4.59758	2.04782
ENSG00000128245	48.507	17.8468	2.93714	6.66408	63.7264
ENSG00000185024	9.0318	0.795656	0.620909	2.09457	7.35354
ENSG00000116266	12.6788	3.50097	0.849138	3.35463	11.3212
ENSG00000240857	40.0815	7.97412	3.21892	3.15402	51.0311
ENSG00000175602	41.5093	1.82276	1.63293	1.29296	41.3442
ENSG00000141084	4.46425	1.10781	1.13765	1.89583	4.14294
ENSG00000143870	66.0666	18.2415	4.8598	10.159	56.4098
ENSG00000150048	1.82495	1.08278	0.709031	1.46824	1.604
ENSG00000082701	5.28276	10.0824	3.72937	5.72494	4.29503
ENSG00000149596	36.0685	8.09827	8.35261	4.04009	31.0068
ENSG00000214087	13.9652	1.64874	1.05818	2.0768	21.7894
ENSG00000237190	20.5356	3.52431	1.37726	1.83192	22.2324
ENSG00000161010	140.187	9.68926	6.7109	11.7542	106.778
ENSG00000105976	1.32117	4.78029	0.842891	2.01817	2.04187
ENSG00000130508	5.59215	4.17524	3.6486	9.80376	9.35168
ENSG00000172053	93.1071	12.9664	11.1018	10.4119	99.2776
ENSG00000130175	53.8474	8.52851	2.88183	10.5599	45.7342
ENSG00000033327	3.67692	2.389	0.709921	3.15202	3.99891
ENSG00000033800	5.96355	9.41597	4.27564	7.58589	3.21096
ENSG00000179476	3.96859	0.262865	0.312753	0.370813	2.73561
ENSG00000123415	18.7525	3.81128	1.84396	2.64526	14.7889
ENSG00000130150	1.82385	2.03847	0.619401	1.37106	1.73851
ENSG00000146476	6.76239	1.39239	0.373545	0.380789	5.08359
ENSG00000154845	15.3354	16.8973	5.19747	11.7567	19.8932
ENSG00000117632	25.101	4.14833	1.73435	5.78328	14.523
ENSG00000112983	18.7719	1.3609	3.84493	3.30076	23.7727
ENSG00000184402	1.73749	0.830578	0.995157	0.692609	2.56931
ENSG00000102452	1.43108	1.1462	0.63988	0.815247	1.92931
ENSG00000169762	12.3643	6.2704	0.987912	3.08703	12.895
ENSG00000069020	15.6002	24.5856	4.43584	10.5504	22.8939
ENSG00000183549	1.9302	0	0.0756367	0.418108	0.248924
ENSG00000213380	12.5104	2.17193	1.89724	3.09982	11.1857
ENSG00000064961	30.656	5.89318	1.13874	3.76882	26.4844
ENSG00000172292	2.17712	1.25289	0.579458	1.02786	1.50542
ENSG00000168137	12.3364	5.09324	2.87515	8.98806	20.4382
ENSG00000118689	3.49718	6.3023	3.07976	4.32377	3.6294
ENSG00000137710	12.4425	22.1561	6.86292	11.5424	9.54506
ENSG00000164897	25.1457	1.78367	0.529207	0.793274	20.8049
ENSG00000160087	21.4683	5.1018	2.23239	3.16188	21.5104
ENSG00000116752	26.8435	2.93692	0.661195	1.4519	29.5001
ENSG00000068912	23.7245	4.43165	2.13406	4.04024	20.4066
ENSG00000175048	5.11164	2.68608	1.76443	1.60077	8.31354
ENSG00000163558	2.99648	4.00828	0.571392	1.01535	3.00828
ENSG00000112739	7.49367	2.47473	0.934163	2.04892	9.81747
ENSG00000086619	1.81708	0.842884	0.319632	0.792247	1.15525
ENSG00000078747	3.42739	5.02041	1.00321	3.2998	3.79724
ENSG00000170632	13.0876	3.3891	0.901243	2.63001	11.6966
ENSG00000116005	12.5297	1.45654	2.00761	3.54144	11.7933
ENSG00000138794	8.39553	0.863184	0.312567	1.6578	7.62746
ENSG00000166794	145.77	70.6016	7.44909	37.0378	138.208
ENSG00000181031	1.90273	1.03238	0.843269	1.0225	2.21623
ENSG00000162604	39.7955	6.2004	3.02877	3.55129	44.4441
ENSG00000278619	3.40741	0.586706	0.918797	0.6106	2.71743
ENSG00000104177	3.94716	1.77383	1.26354	0.976765	5.45814
ENSG00000116478	21.6842	3.01054	1.9332	2.41833	25.5336
ENSG00000213088	36.7481	7.22726	0.905436	5.87572	42.5723
ENSG00000162444	13.0599	8.65049	3.21672	3.37909	18.0645
ENSG00000170836	1.94329	1.88735	0.871377	1.00316	2.05458
ENSG00000145687	18.1986	25.5065	11.5334	10.3818	15.5776
ENSG00000122557	6.23139	5.24226	1.20397	3.01324	4.33516
ENSG00000140941	55.9727	14.4103	3.34783	6.75265	51.7128
ENSG00000112335	199.554	22.8007	8.15002	14.2763	169.418
ENSG00000165102	12.4274	3.64466	2.20485	3.43832	16.6047
ENSG00000005469	3.21862	0.350016	0.378802	1.12895	2.19304
ENSG00000160271	25.3825	1.08922	1.17077	2.34239	29.4184
ENSG00000133321	8.41871	0.954066	0.401209	2.97611	15.7219
ENSG00000147010	21.9272	3.48587	1.54532	3.05811	14.7949
ENSG00000140471	2.82115	4.24918	1.13079	2.48415	2.45893
ENSG00000196923	73.4224	13.2009	2.7088	8.04776	69.2189
ENSG00000118640	18.5285	14.1345	0.78339	6.07264	20.1228
ENSG00000163171	25.4145	15.2203	7.19888	7.32838	33.1158
ENSG00000127452	9.84442	2.42801	0.851859	2.96106	8.00588
ENSG00000211653	0.49364	0	0.442195	32.4485	0
ENSG00000170852	6.68235	2.20206	1.04498	3.09918	9.05647
ENSG00000136710	13.6061	2.27576	1.24685	1.49281	13.4398
ENSG00000127184	3352.49	42.5818	23.0228	27.613	4021.68
ENSG00000138050	4.92779	0.999955	0.43589	0.648278	7.245
ENSG00000138617	2.36895	1.26787	0.469203	0.723611	2.45646
ENSG00000149809	40.2151	2.85826	3.36175	3.94001	36.1862
ENSG00000239305	20.431	2.48492	2.62276	3.40694	15.7433
ENSG00000067066	24.2872	7.44288	2.80192	11.3915	35.8494
ENSG00000180447	15.9317	0.568632	0.282435	8.21949	5.1255
ENSG00000165264	106.425	0.397483	0.0660433	0.184957	118.162
ENSG00000187889	2.09517	0.492886	1.04132	0.766114	4.81548
ENSG00000239789	9.5559	2.81012	0.736407	1.21777	10.8983
ENSG00000092421	2.70518	2.11498	1.26774	1.70857	2.32984
ENSG00000141338	44.4278	2.84211	2.88796	7.72185	29.7898
ENSG00000170776	41.6861	24.5955	23.2806	30.6264	94.9579
ENSG00000173875	2.34283	1.82299	0.667684	2.71571	2.82972
ENSG00000177054	5.0003	1.61653	0.338431	1.48051	5.53555
ENSG00000135124	7.34044	4.20304	0.957987	2.50202	6.53914
ENSG00000162377	5.15651	1.3075	0.641549	1.24796	3.81348
ENSG00000100568	90.4837	16.4667	8.91441	6.91754	96.8212
ENSG00000167962	7.41023	1.7529	0.690565	1.16525	11.291
ENSG00000196683	1300.79	101.599	43.5343	64.3681	1467.28
ENSG00000113552	10.4797	3.32363	1.00418	3.20104	8.77515
ENSG00000146373	2.40596	3.0941	0.976503	2.92811	1.96038
ENSG00000179772	2.26425	1.8482	0.0637272	1.07093	2.20575
ENSG00000173801	71.4125	5.7956	6.05909	4.32148	59.0552
ENSG00000161016	1555.49	299.21	73.7017	105.197	1088.19
ENSG00000068383	51.5193	5.80308	4.85699	5.79544	38.0653
ENSG00000073417	8.0916	5.77022	2.27808	5.48694	10.0333
ENSG00000136051	3.9261	12.3619	1.60075	4.43501	2.72707
ENSG00000140575	25.5192	14.4392	5.36773	13.1765	26.7959
ENSG00000171953	31.1881	2.47916	2.67811	3.01935	22.5838
ENSG00000198040	5.54389	1.54833	1.22336	1.47659	4.57001
ENSG00000244731	39.9707	1.8766	2.17006	6.80987	77.9189
ENSG00000125629	9.04195	1.26129	0.350264	1.00036	5.57457
ENSG00000084676	5.32898	4.96176	1.7942	4.72027	6.38573
ENSG00000126759	3.68136	4.40502	0.264363	0.912969	2.02158
ENSG00000161091	13.2713	2.89051	1.35005	2.5636	13.2532
ENSG00000171792	9.13026	1.99512	1.10144	2.0958	7.31026
ENSG00000099992	5.80757	1.92175	0.777325	1.90799	3.52398
ENSG00000135974	7.80657	1.96926	0.890576	0.741083	5.67285
ENSG00000096092	9.00448	0.292565	0.525535	1.29461	6.79322
ENSG00000154310	6.8627	5.89186	2.34693	1.75525	8.83795
ENSG00000064102	10.6407	5.06929	0.708491	1.94237	8.24056
ENSG00000134444	7.11252	4.91022	1.59415	2.99289	6.12581
ENSG00000135372	7.82355	4.46158	1.42673	2.13076	8.7335
ENSG00000205323	51.17	6.58416	2.22287	2.23656	56.6194
ENSG00000196372	8.18507	1.12725	0.355749	1.06051	7.29257
ENSG00000258644	42.853	3.27707	1.70152	0.566775	49.294
ENSG00000122042	5.38873	1.56584	0.681475	1.53401	4.5469
ENSG00000111596	16.5444	13.4199	4.70375	20.9594	16.0205
ENSG00000267680	1.38963	1.15734	0.672743	1.21698	1.89725
ENSG00000160999	1.41385	0.0857345	0.0383553	0.19983	1.53858
ENSG00000139405	12.3534	1.24861	0.716189	0.809718	11.0371
ENSG00000180901	13.0165	4.61936	2.00921	2.46717	15.5055
ENSG00000119862	10.267	1.6264	2.28459	0.908319	6.81665
ENSG00000143771	14.1983	5.80198	1.637	1.72267	17.5972
ENSG00000143318	10.5341	3.31497	2.13411	0.972011	8.65345
ENSG00000159593	18.478	3.62747	1.56348	3.02078	22.4022
ENSG00000127804	7.23683	1.32126	1.13532	2.44437	7.18678
ENSG00000160883	5.47025	3.12171	0	1.45585	3.36451
ENSG00000167785	4.1012	1.59503	0.974216	1.03942	2.31196
ENSG00000164751	32.6764	6.77606	1.72491	4.42052	24.6302
ENSG00000130775	6.21092	8.3404	0.317582	5.42614	6.08194
ENSG00000166340	36.285	16.2312	4.24362	12.6726	29.849
ENSG00000129680	9.78705	0.753517	0.633781	1.30245	7.5896
ENSG00000100201	60.2629	16.3041	11.8747	30.8411	74.1636
ENSG00000072071	4.61445	0.277214	0.52524	1.24056	6.30247
ENSG00000124839	0.819613	0	0.240399	0.594746	0.872697
ENSG00000115170	14.0202	4.84507	1.29863	2.32532	11.5956
ENSG00000144791	1.95697	5.93214	3.16634	3.72325	1.32697
ENSG00000189320	1.10001	1.21968	2.81864	2.03984	0.52831
