SRR2138382_Normal	SRR915775_Normal	SRR915787	SRR915784	SRR2138381_Normal
ENSG00000265139	1.81402	0	0.251116	0.468885	1.95316
ENSG00000265142	6.36953	0.847915	5.52111	2.04399	6.68905
ENSG00000265168	285.157	0.925792	5.11926	5.22772	240.284
ENSG00000265218	3.97542	1.44455	0.781294	0.958136	2.6264
ENSG00000265263	11.0657	0.609597	0.595538	1.03218	13.9461
ENSG00000265401	650.728	1.8467	1.54561	2.30681	609.074
ENSG00000265479	1.26882	0.399583	0.238435	1.1853	1.34045
ENSG00000265542	2.63641	0.238664	0	0	1.01373
ENSG00000265784	13.1925	4.24682	0.907099	5.48433	14.2574
ENSG00000266002	23.0317	0	0	0	14.6953
ENSG00000266010	23.5939	1.22828	2.20141	1.06472	45.9674
ENSG00000266283	14.228	2.21786	1.29189	2.76638	12.8738
ENSG00000266340	4.46994	4.93414	2.72364	5.5616	5.01772
ENSG00000266341	248.091	1.08213	3.13012	4.5584	270.122
ENSG00000266402	1.00195	33.176	45.0408	1.57457e-123	0.719201
ENSG00000266469	6.01231	1.14749	0.515929	0.811714	7.18835
ENSG00000266601	3.30748	0.385828	0.353632	0.672973	2.51377
ENSG00000266872	5.55249	0.315681	0.284725	0.696297	5.45601
ENSG00000266904	4.47853	0.512433	1.47824	0.569192	3.63444
ENSG00000266916	12.3333	0.511549	0.232284	0.3992	10.2533
ENSG00000266962	4.89295	0.506618	0.278875	0.795643	3.86258
ENSG00000266978	3.36774	0.638903	0.191397	0.282587	2.2959
ENSG00000266993	0.818542	0.575146	1.36146e-56	1.80045	0.637098
ENSG00000267002	0.487788	0.0795231	0.535007	1.1271	1.02415
ENSG00000267007	4.60142	0	0.232991	0.900814	6.49573
ENSG00000267009	1.31934	2.8077	2.27602	2.10146	1.35973
ENSG00000267053	5.08768	0.236933	0.386775	1.07068	3.99841
ENSG00000267062	274.168	7.95512	16.8253	3.65777	284.539
ENSG00000267064	3.79265	1.32721	0.34278	0.208882	3.24946
ENSG00000267080	3.27663	1.04221	0.82908	1.00954	3.25332
ENSG00000267100	8.87691	0.939608	0.685845	1.28375	10.9357
ENSG00000267105	29.6719	2.83178	0.971105	1.85522	19.3679
ENSG00000267106	8.77531	0.737846	0.365563	1.47413	6.11904
ENSG00000267107	3.21843	1.234	0.559684	1.06476	4.34994
ENSG00000267108	2.68498	0	0	0	2.89094
ENSG00000267124	4.79433	0.399523	0.542107	0.175868	5.63136
ENSG00000267139	4.10434	0.758276	0	0.221927	4.52695
ENSG00000267165	28.6761	3.31109	0.352251	2.22973	31.7838
ENSG00000267198	4.7474	1.48252	0.741584	1.33995	4.55004
ENSG00000267254	1.4683	1.22148	0.285892	1.15927	1.73765
ENSG00000267257	3.43326	1.75689	2.29385	1.62225	2.69842
ENSG00000267265	2.60923	0.793598	0.384191	1.66563	2.93932
ENSG00000267272	4.58887	3.01624	0.555742	2.03245	7.15892
ENSG00000267279	5.51813	0.476151	0.410438	0.42008	4.5301
ENSG00000267280	2.19792	0.472108	0	0	3.65302
ENSG00000267283	10.7234	0.965497	0.656952	1.6832	12.1857
ENSG00000267321	2.04433	1.22744	0.581596	1.06098	3.66857
ENSG00000267322	5.61509	12.4382	6.07272	19.04	3.86957
ENSG00000267364	2.52609	0.893002	1.24196	0.176683	9.73294
ENSG00000267379	12.5543	0.615826	0	3.18541	19.0244
ENSG00000267383	0.91285385	1.6612845	1.6477505	2.381427	0.66904095
ENSG00000267405	15.6503	1.44645	0.163338	0.318669	12.4489
ENSG00000267421	2.51567	0.804225	0	0	1.39576
ENSG00000267454	1.82146	0.306381	0.132417	0.396851	2.6108
ENSG00000267458	118.989	8.72523	2.52776	12.7382	85.6085
ENSG00000267469	183.056	14.9167	9.27584	11.3816	217.474
ENSG00000267470	1.23938	1.02061	0.343377	0.99058	2.0051
ENSG00000267481	1.51664	0	0.286021	0.281544	1.37895
ENSG00000267506	1.36195	0	0.0655934	0.131259	0.871225
ENSG00000267512	8.49509	4.71895	0.901752	1.96307	8.72617
ENSG00000267519	6.32381	1.03876	0.535583	1.47081	11.0521
ENSG00000267520	1.32389	2.6963	2.3286	4.20981	1.7524
ENSG00000267532	8.22437	0.692535	0.583738	1.11337	4.82049
ENSG00000267565	1.00808	2.11726	0.941675	1.47966	0.678377
ENSG00000267575	2.87871	2.18716	0.220937	1.32853	1.65832
ENSG00000267576	4.26976	0.648569	0.291471	1.14735	3.52211
ENSG00000267598	32.2805	0.266809	0.360076	2.24676	53.9676
ENSG00000267601	126.074	5.05897	3.08058	23.8834	81.0789
ENSG00000267605	3.97834	0.456775	0.408663	1.16278	2.87524
ENSG00000267615	14.3424	0	1.37446	0.62691	11.9329
ENSG00000267633	12.5971	2.90706	1.21138	2.9559	10.0398
ENSG00000267640	5.41658	0.572428	0.17332	0.214158	3.3351
ENSG00000267653	1.9319	0.363914	0	0	0.416017
ENSG00000267688	14.8679	0.238686	0.216505	0.629164	18.2952
ENSG00000267735	5.11948	0	0.226775	0.65812	4.77015
ENSG00000267755	14.2597	1.37612	0.943165	1.20268	7.42552
ENSG00000267776	3.03199	2.74396	0.395622	0.99706	4.21851
ENSG00000267784	1.49638	44.4352	22.7627	21.9051	0.645986
ENSG00000267896	20.8303	1.37905	1.24724	0.867341	17.2051
ENSG00000267904	0.717663	0.346355	0.00895054	1.02113	0.618169
ENSG00000267984	37.189	0	0.762593	0	39.1896
ENSG00000268069	2.09117	0.709193	0.397856	1.33435	2.81447
ENSG00000268087	1.90829	0.651468	0.891848	0.617376	1.73857
ENSG00000268112	10.2661	0	0	1.40383	8.84283
ENSG00000268149	7.76437	2.10911	0.958234	0.694055	8.35994
ENSG00000268205	6.40514	0.802409	0.475672	1.44922	8.14631
ENSG00000268292	33.125	1.78697	1.98518	2.20395	32.2592
ENSG00000268309	8.74297	1.83539	1.22073	2.39961	7.29555
ENSG00000268475	0.545306	0	0.339506	0.323636	0.587134
ENSG00000268518	6.82424	0.501201	0.603126	1.62063	13.45
ENSG00000268525	3.76587	0.398594	0.180276	0.701855	3.04105
ENSG00000268565	2.94236	0.614139	0.279879	0.26887	4.60809
ENSG00000268854	54.9403	2.61581	0	1.71607	48.6594
ENSG00000268983	32.2397	3.22313	0.732439	2.82769	32.2416
ENSG00000269051	0.431899	1.02396	0.481472	1.4266	1.92111
ENSG00000269068	8.66414	0.198835	1.97838	0.175061	19.2016
ENSG00000269106	0.977194	0	0	0	1.18367
ENSG00000269110	1.57802	1.13988	2.35884	1.53464	0.00634442
ENSG00000269124	4.98674	0	0	0.419443	0.795444
ENSG00000269151	9.21814	1.13965	1.10355	0	8.27102
ENSG00000269176	4.29679	0.527468	0.237441	0.116498	5.51426
ENSG00000269243	9.80287	4.25031	1.28988	3.95489	8.91763
ENSG00000269246	0	0	0	0	2.48263
ENSG00000269288	1.14945	0	0	0	0.618811
ENSG00000269292	40.4239	6.55128	1.29425	5.68986	65.435
ENSG00000269293	11.348	1.14468	0.796059	1.13725	10.4187
ENSG00000269352	6.70299	0.849597	0.320517	0.377764	8.82206
ENSG00000269371	44.3766	0	0	0.826043	44.1168
ENSG00000269386	5.44921	0.985013	0.0855325	0.502404	5.96415
ENSG00000269420	6.78582	0.251277	0.456255	0	3.17218
ENSG00000269604	34.036	1.58822	2.49998	1.95742	31.5355
ENSG00000269609	1.43332	0.806566	0.693826	0.868007	1.99748
ENSG00000269652	0.305387	0	0	0.429295	0
ENSG00000269758	0.636987	0.506097	0.241313	0.462833	0.773402
ENSG00000269834	2.1909	0.45184	0.285805	0.624872	2.89153
ENSG00000269867	0.973589	0.938861	0.387837	1.86437	0.82758
ENSG00000269888	58.3355	3.40466	0.828193	0.81266	66.5205
ENSG00000269893	47.3412	36.2094	4.43553	3.46553	51.2767
ENSG00000269900	0.00103102	492.627	194.058	257.142	2.43152
ENSG00000269926	28.7967	10.1599	7.77204	17.6557	24.9261
ENSG00000269934	1.28277	0.125153	0.5046	0.221921	1.40416
ENSG00000269936	23.8087	0.721628	0.785283	1.55943	28.9533
ENSG00000269940	4.56133	2.23726	0.466127	2.12417	5.04045
ENSG00000269946	3.00232	1.40294	0	0.602161	4.52567
ENSG00000269958	6.34609	1.84203	0.552445	1.51956	8.25102
ENSG00000269968	3221.12	680.315	264.041	215.333	3256.52
ENSG00000269972	52.2556	5.10266	1.57928	2.44986	49.444
ENSG00000269987	12.8462	3.76042	0.537032	4.18226	12.9816
ENSG00000270055	3.59052	0.740103	0.263277	1.12336	4.14207
ENSG00000270074	1.38539	0.528094	1.16927	5.6237	2.29042
ENSG00000270075	17.7533	1.30673	0	0.56221	25.2994
ENSG00000270082	1.89844	0.48686	0.954522	1.40064	3.16829
ENSG00000270103	0.0698635	185.289	52.287	2.51121	28.3242
ENSG00000270108	0.986895	1.17128	0.706128	1.03143	0.910796
ENSG00000270112	3.90234	0.0187533	1.18949	0.0333283	1.71464
ENSG00000270194	3.01287	0.605851	0.474502	0.281218	2.54799
ENSG00000270246	0.240667	1.07656	0.389963	0.757633	0
ENSG00000270412	2.11777	0.525661	0.238811	0.922608	2.85027
ENSG00000270696	2.12952	0.288572	0.281859	0.558502	1.65689
ENSG00000270751	0.150445	0.99228	0	0.578531	1.1339
ENSG00000270820	2.24638	0.653136	0.391765	0.709184	1.85717
ENSG00000271011	1.01222	97.0649	122.752	41.8704	1.00603
ENSG00000271141	0.796627	41.8524	24.5176	36.1455	0.311903
ENSG00000271147	3.71116	0.321777	0.105168	0.52805	2.27912
ENSG00000271533	0.775771	0.534068	0.30028	1.2794	0.798318
ENSG00000271730	3.87883	1.29125	1.16492	1.28141	3.28143
ENSG00000271787	11.5018	2.5731	0.467406	1.35522	31.6235
ENSG00000271848	9.55117	0.130615	0.975685	0.767822	6.02407
ENSG00000271895	7.31717	0.396318	0.381258	0.738206	10.7282
ENSG00000271941	0.986937	0.422918	0.253998	0.871393	1.11324
ENSG00000271952	32.6996	1.23113	1.11731	0.216263	50.1633
ENSG00000271980	6.3755	1.82942	0.361805	0.343589	7.07322
ENSG00000271984	9.12794	3.38291	0	2.31784	9.82811
ENSG00000272030	456.668	18.1107	11.8621	11.24	359.979
ENSG00000272114	188.972	3.41896	4.41418	3.82984	317.607
ENSG00000272129	1.67698	0.388795	0.174201	0.114888	1.13375
ENSG00000272140	1.51074	0.625948	0.452815	1.5358	1.28488
ENSG00000272143	4.57171	0.0892025	0.240213	0.394893	5.5787
ENSG00000272146	3.52549	0.200118	0.367213	0.0871995	1.26125
ENSG00000272155	1.8565	0	0.468839	0.453083	1.44365
ENSG00000272172	2.94348	0	0	0	3.96158
ENSG00000272173	15.6247	1.21965	0.547319	1.07998	16.6779
ENSG00000272182	19.5694	0.956469	0	0.505459	17.8175
ENSG00000272186	0.843294	0	0	0	2.72394
ENSG00000272221	2.99956	0.156721	0.140571	0.277671	2.5062
ENSG00000272240	1.38441	0.400456	0.18113	0.528825	0.31381
ENSG00000272256	12.8745	1.43569	0.905531	1.39437	12.4138
ENSG00000272288	26.8475	1.73236	1.14099	2.59635	27.9307
ENSG00000272345	16.4282	2.65794	0.497798	1.2733	14.143
ENSG00000272368	1.43553	0.87715	0.882416	1.3363	3.32696
ENSG00000272369	2.13815	2.0462	0	0.22454	1.97328
ENSG00000272379	2.20777	1.42814	2.15894	2.30061	5.84376
ENSG00000272418	76.1908	8.70044	1.22239	1.75557	78.5687
ENSG00000272419	3.33926	1.34012	0.406729	1.70639	8.16519
ENSG00000272447	3.11682	0.746825	0.330338	1.0934	3.91665
ENSG00000272478	361.318	8.49207	5.11956	7.91302	322.604
ENSG00000272501	0.785525	0.633295	0.521095	0.848472	3.89319
ENSG00000272540	179.539	92.9218	9.76165	22.2606	125.913
ENSG00000272579	9.44103	0.88972	0.534625	0.392683	12.0477
ENSG00000272606	1.7086	0.97372	0	0.85535	1.73745
ENSG00000272638	7.82195	1.50133	0.614587	0.964395	17.0873
ENSG00000272661	9.00118	0.185902	0.336004	0.65513	14.965
ENSG00000272667	4.75395	0.414437	0.149602	1.2427	3.97771
ENSG00000272678	25.4192	0.616346	0.561813	1.07928	31.4236
ENSG00000272688	6.96647	2.09412	0.539337	1.18824	6.95729
ENSG00000272742	62.745	3.57765	2.94576	2.19607	71.0926
ENSG00000272758	1.41298	1.28886	0.848054	1.37889	2.16458
ENSG00000272767	0.956545	0.771693	0.125778	0.435218	0.343306
ENSG00000272770	22.6125	4.17667	1.35703	1.76796	27.9586
ENSG00000272789	5.97565	0.647751	0.288506	0.583536	15.2808
ENSG00000272821	11.3749	0.808655	0.207773	0.81715	13.4882
ENSG00000272831	17.6441	1.35111	0.698073	0.849943	15.4074
ENSG00000272851	4.08456	1.33015	0.34355	0.669508	3.51829
ENSG00000272888	34.6523	4.32118	1.27536	2.38421	45.3504
ENSG00000272894	2.62648	0.0614453	1.18426	0.0657322	2.51951
ENSG00000272899	1.12974	0.926116	0.108892	0.129901	0.458027
ENSG00000272941	2.71301	2.24281	0.447189	1.02997	3.33448
ENSG00000272990	3.24164	1.51862	0.196484	0.763321	4.36286
ENSG00000273000	1.88516	0.0944156	0.000382621	0.548041	3.95098
ENSG00000273010	1.3028	0.62474	0.186672	0.369132	1.24436
ENSG00000273018	0.7634	1.07239	0.298183	3.57827	0.29552
ENSG00000273036	0.759031	0.16579	0.0600808	0.0596608	1.9931
ENSG00000273055	0.753652	0.623861	0.367626	1.21853	0.249681
ENSG00000273061	6.38738	0.701472	0	0.602161	3.64471
ENSG00000273073	5.85903	0.275272	0.165817	0.700696	11.7407
ENSG00000273090	0.902486	2.11289	2.76756	1.03159	0.194342
ENSG00000273132	0.707874	0.860737	0.395708	0.748977	0
ENSG00000273149	724.487	88.0176	18.7439	45.4746	618.267
ENSG00000273219	0.503554	0	0	0	1.35545
ENSG00000273221	6.76845	2.0865	0.289576	2.40697	9.77608
ENSG00000273237	6.63784	1.25296	0.295495	0.233828	8.62347
ENSG00000273275	11.9137	1.75217	1.31587	1.54684	13.9361
ENSG00000273300	1.23035	0.363823	0	0.478676	2.76988
ENSG00000273338	0.959823	1.78198	0	3.03082	3.10034
ENSG00000273389	9.06614	0.262027	0.238067	1.83965	10.5561
ENSG00000273413	22.1851	2.33829	0.520976	2.77989	11.8765
ENSG00000273420	9.79001	0.49202	0.403378	0.792044	5.50391
ENSG00000273424	0.940461	0	0	0	0.112511
ENSG00000273432	6.58612	1.2391	0.45048	0.747005	5.95737
ENSG00000273437	4.08571	0.771656	0.353632	0.336487	3.77066
ENSG00000273485	2.90444	0.630202	0.142098	0.97304	2.60602
ENSG00000273568	1.20839	0	0.454487	0	0.975814
ENSG00000273711	18.3305	0	0	0	19.7366
ENSG00000273733	2.06433	0.238031	0.523912	0.49827	3.61185
ENSG00000274020	1.92363	2.01989	0.416861	2.19405	2.62274
ENSG00000274021	1.7029	1.23964	0.393495	2.7331	1.40654
ENSG00000274104	3.362	0.200696	0	0.176683	4.17074
ENSG00000274177	56.8215	2.8823	1.66647	2.52952	58.3424
ENSG00000274265	3.1943	3.41384	1.44248	1.97304	4.14286
ENSG00000274333	1.52293	0.619282	0.274608	0.15724	5.62112
ENSG00000274341	2.45012	0.232704	0	1.72119	1.46559
ENSG00000274415	116.933	5.21549	1.77189	2.30761	53.8863
ENSG00000274427	3.38155	1.35849	0	0	4.85458
ENSG00000274561	4.10777	1.20078	0.175277	0.376451	5.86029
ENSG00000274605	5.01105	0.214298	0.399648	0.481804	4.66135
ENSG00000274630	137.574	0	0	3.20019	113.273
ENSG00000274859	2.8797	0	0	0	0.885881
ENSG00000274904	8.48709	1.68442	0.190609	0.370535	11.4017
ENSG00000274976	0.786639	0	0.248913	0	0.604985
ENSG00000275055	1.38325	0.404943	0.12155	1.43076	1.48935
ENSG00000275185	8.0632	0.199761	0.361405	0	8.44705
ENSG00000275263	0.82277	0	0	0.34721	0.664411
ENSG00000275327	3.51097	0	0.446528	0.839685	6.61549
ENSG00000275476	0.963541	2.98653	0.416505	0.201947	2.45215
ENSG00000275494	3.79732	0.203555	0.184183	0.358348	3.68775
ENSG00000275496	1.41232	0.612616	0.276494	0.175826	5.77325
ENSG00000275527	3.41651	0	0	0.205761	2.71053
ENSG00000275665	3.27701	0.190444	0	0.167745	4.26345
ENSG00000275719	2.28615	1.85	0.0691065	0.682803	3.28608
ENSG00000275764	4.18979	2.56393	1.62077	4.45974	5.81786
ENSG00000275857	15.1748	0.191294	0.17294	0.505459	20.3311
ENSG00000275871	4.00872	0.27728	0	1.45892	5.67273
ENSG00000276075	3.22081	0.193016	0.523555	0.339977	2.36225
ENSG00000276077	1.33754	0.761931	0.22968	0.154113	5.39559
ENSG00000276131	3.40388	1.10692	0.285256	0.139514	1.8034
ENSG00000276216	0.355681	14.0607	1.65529	10.1767	0.191486
ENSG00000276232	0.586812	88.9394	76.3374	0.000142547	0.530031
ENSG00000276241	0.249218	0	0	0.995772	0.697668
ENSG00000276250	1.4748	0.688744	0.250544	0.422822	0.977182
ENSG00000276259	4.23046	1.118	0.523499	0.934324	4.71068
ENSG00000276691	0.717663	0.395834	0.537032	1.04557	0.463627
ENSG00000276724	5.18625	0.437297	0.919527	1.11527	5.58407
ENSG00000276855	7.20827	0.371359	0.334726	0.786715	12.9892
ENSG00000276952	5.90502	0.305557	0.550992	0.539312	5.57716
ENSG00000276997	7.17101	3.0633	2.64849	5.76928	5.43782
ENSG00000277067	1.14161	0.601535	0.227875	0.155245	5.04738
ENSG00000277147	3.44787	1.53531	0.665385	3.11547	2.65392
ENSG00000277192	1.30819	0	0.378104	0	2.34756
ENSG00000277247	3.32449	3.5803	3.89709	2.72638	15.8095
ENSG00000277543	58.5748	1.69439	1.31768	1.06323	49.1767
ENSG00000277728	3.33556	0.488246	0.221521	1.07219	1.64179
ENSG00000277778	4.25934	2.27116	1.64286	1.45106	5.34394
ENSG00000277801	34.1802	4.58983	2.19834	2.74014	50.5224
ENSG00000278107	0.768605	0	0	0.159668	1.3103
ENSG00000278112	0.941718	0	0	0.212645	2.33209
ENSG00000278133	18.2544	1.08075	0.990832	2.84305	28.4858
ENSG00000278309	16.4841	1.21111	1.16988	0.416362	10.2568
ENSG00000278367	7.33126	0.568805	0	0.668042	4.97005
ENSG00000278621	1.14549	24.8995	0.939004	8.21726	1.7267
ENSG00000278709	1.3562	0.172508	0.185113	0.0918995	0.731824
ENSG00000278713	15.3481	1.25809	0.567339	1.11002	12.1918
ENSG00000278730	11.1575	2.89303	1.03205	3.21136	11.5489
ENSG00000278768	5.10589	0.739942	0.233455	1.45416	4.20405
ENSG00000278784	1.66751	1.07388	0.530554	1.51952	2.40256
ENSG00000278831	1.57921	1.25636	0.502986	0.739664	1.65033
ENSG00000278834	4.27136	0.577654	0.316681	0.613412	3.98154
ENSG00000278903	0.182854	1.06278	0.667258	0.423775	1.21396
ENSG00000278910	0.100093	0.736479	3.49124	1.27036	0
ENSG00000278932	15.708	2.76744	1.1419	3.86013	4.9099
ENSG00000279094	0.215826	1.94474	0.688526	0.394059	1.32944
ENSG00000279833	6.34848	0.347406	0.873166	0.935133	7.62957
ENSG00000280007	9.64215	0.558216	0.802161	0.4459	5.66648
ENSG00000280018	0.279662	3.17265	2.19977	1.60433	1.87542
ENSG00000280145	0.227253	0.315637	0.426602	0.330541	1.11394
ENSG00000280195	1.16036	3.42746	0.511694	0.920177	1.33861
ENSG00000280739	0.749088	0.0839728	0.45065	0.48829	0.882659
ENSG00000281181	136.602	17796.5	0	0	141.873
ENSG00000281183	0.85227	0.750678	0.777536	1.08718	0.880442
ENSG00000281357	1.02246	0.963134	0.566538	1.21063	1.39019
ENSG00000281376	6.20765	2.96953	0.72878	0.892421	6.01543
ENSG00000281383	94.0671	12998.5	0	0	99.4822
ENSG00000281398	0.749625	2.52197	0.658329	1.16097	1.53648
ENSG00000281501	3.946	0.602844	0.452221	0.72094	3.25692
ENSG00000281508	0.206228	5.99859	3.75097	22.7138	0.302791
ENSG00000281649	4.71629	3.1166	2.3626	3.22889	4.58793
ENSG00000281691	0.223648	1.11454	0.534169	2.09321	0.109456
ENSG00000282024	0.430777	0.593458	0.621811	0.764359	0.568233
ENSG00000282304	2.1086	0.679362	0.599545	1.0142	2.8923
ENSG00000282508	34.5414	6.84113	4.15124	7.87375	29.1936
ENSG00000282556	0.743572	0	0	0	4.80365
